#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq
GCA_001561605.1	PRJNA295914	SAMN04273104	LRWR00000000.1	na	562	562	Escherichia coli	strain=B89		latest	Contig	Major	Full	2016/02/16	ASM156160v1	Swansea University	GCF_001561605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/605/GCA_001561605.1_ASM156160v1	
GCA_001561635.1	PRJNA295914	SAMN04273102	LRWP00000000.1	na	562	562	Escherichia coli	strain=B83		latest	Contig	Major	Full	2016/02/16	ASM156163v1	Swansea University	GCF_001561635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/635/GCA_001561635.1_ASM156163v1	
GCA_001561655.1	PRJNA295914	SAMN04273101	LRWO00000000.1	na	562	562	Escherichia coli	strain=B77		latest	Contig	Major	Full	2016/02/16	ASM156165v1	Swansea University	GCF_001561655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/655/GCA_001561655.1_ASM156165v1	
GCA_001561675.1	PRJNA295914	SAMN04273080	LRWW00000000.1	na	562	562	Escherichia coli	strain=B116		latest	Contig	Major	Full	2016/02/16	ASM156167v1	Swansea University	GCF_001561675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/675/GCA_001561675.1_ASM156167v1	
GCA_001561685.1	PRJNA295914	SAMN04273107	LRWT00000000.1	na	562	562	Escherichia coli	strain=B95		latest	Contig	Major	Full	2016/02/16	ASM156168v1	Swansea University	GCF_001561685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/685/GCA_001561685.1_ASM156168v1	
GCA_001561705.1	PRJNA295914	SAMN04273082	LRWY00000000.1	na	562	562	Escherichia coli	strain=B132		latest	Contig	Major	Full	2016/02/16	ASM156170v1	Swansea University	GCF_001561705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/705/GCA_001561705.1_ASM156170v1	
GCA_001561735.1	PRJNA295914	SAMN04273079	LRWV00000000.1	na	562	562	Escherichia coli	strain=B107		latest	Contig	Major	Full	2016/02/16	ASM156173v1	Swansea University	GCF_001561735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/735/GCA_001561735.1_ASM156173v1	
GCA_001561755.1	PRJNA295914	SAMN04273078	LRWU00000000.1	na	562	562	Escherichia coli	strain=B104		latest	Contig	Major	Full	2016/02/16	ASM156175v1	Swansea University	GCF_001561755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/755/GCA_001561755.1_ASM156175v1	
GCA_001561765.1	PRJNA295914	SAMN04273084	LRXA00000000.1	na	562	562	Escherichia coli	strain=B150		latest	Contig	Major	Full	2016/02/16	ASM156176v1	Swansea University	GCF_001561765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/765/GCA_001561765.1_ASM156176v1	
GCA_001561785.1	PRJNA295914	SAMN04273081	LRWX00000000.1	na	562	562	Escherichia coli	strain=B125		latest	Contig	Major	Full	2016/02/16	ASM156178v1	Swansea University	GCF_001561785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/785/GCA_001561785.1_ASM156178v1	
GCA_001561815.1	PRJNA295914	SAMN04273083	LRWZ00000000.1	na	562	562	Escherichia coli	strain=B133		latest	Contig	Major	Full	2016/02/16	ASM156181v1	Swansea University	GCF_001561815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/815/GCA_001561815.1_ASM156181v1	
GCA_001561835.1	PRJNA295914	SAMN04273109	LRXC00000000.1	na	562	562	Escherichia coli	strain=F11		latest	Contig	Major	Full	2016/02/16	ASM156183v1	Swansea University	GCF_001561835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/835/GCA_001561835.1_ASM156183v1	
GCA_001561845.1	PRJNA295914	SAMN04273110	LRXD00000000.1	na	562	562	Escherichia coli	strain=F283		latest	Contig	Major	Full	2016/02/16	ASM156184v1	Swansea University	GCF_001561845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/845/GCA_001561845.1_ASM156184v1	
GCA_001561865.1	PRJNA295914	SAMN04273111	LRXE00000000.1	na	562	562	Escherichia coli	strain=HP47		latest	Contig	Major	Full	2016/02/16	ASM156186v1	Swansea University	GCF_001561865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/865/GCA_001561865.1_ASM156186v1	
GCA_001561895.1	PRJNA295914	SAMN04273112	LRXF00000000.1	na	562	562	Escherichia coli	strain=HS115		latest	Contig	Major	Full	2016/02/16	ASM156189v1	Swansea University	GCF_001561895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/561/895/GCA_001561895.1_ASM156189v1	
GCA_001562335.1	PRJNA261239	SAMN03076177	LORF00000000.1	na	562	562	Escherichia coli	strain=105433		latest	Scaffold	Major	Full	2016/02/17	ASM156233v1	Miami University	GCF_001562335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/335/GCA_001562335.1_ASM156233v1	
GCA_001562345.1	PRJNA261239	SAMN03076175	LORD00000000.1	na	562	562	Escherichia coli	strain=109497		latest	Scaffold	Major	Full	2016/02/17	ASM156234v1	Miami University	GCF_001562345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/345/GCA_001562345.1_ASM156234v1	
GCA_001562375.1	PRJNA261239	SAMN03076176	LORE00000000.1	na	562	562	Escherichia coli	strain=108191		latest	Scaffold	Major	Full	2016/02/17	ASM156237v1	Miami University	GCF_001562375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/375/GCA_001562375.1_ASM156237v1	
GCA_001562385.1	PRJNA261239	SAMN03076178	LORC00000000.1	na	562	562	Escherichia coli	strain=105438		latest	Scaffold	Major	Full	2016/02/17	ASM156238v1	Miami University	GCF_001562385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/385/GCA_001562385.1_ASM156238v1	
GCA_001562635.1	PRJNA304203	SAMN04296774	LNUH00000000.1	na	562	562	Escherichia coli	strain=SYAU2		latest	Scaffold	Major	Full	2016/02/17	ASM156263v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/635/GCA_001562635.1_ASM156263v1	
GCA_001562645.1	PRJNA304203	SAMN04296776	LNUJ00000000.1	na	562	562	Escherichia coli	strain=SYAU4		latest	Scaffold	Major	Full	2016/02/17	ASM156264v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/645/GCA_001562645.1_ASM156264v1	
GCA_001562655.1	PRJNA304203	SAMN04296775	LNUI00000000.1	na	562	562	Escherichia coli	strain=SYAU3		latest	Scaffold	Major	Full	2016/02/17	ASM156265v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/655/GCA_001562655.1_ASM156265v1	
GCA_001562695.1	PRJNA304203	SAMN04296771	LNUE00000000.1	na	562	562	Escherichia coli	strain=SYAB3		latest	Scaffold	Major	Full	2016/02/17	ASM156269v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/695/GCA_001562695.1_ASM156269v1	
GCA_001562705.1	PRJNA304203	SAMN04296768	LNUC00000000.1	na	562	562	Escherichia coli	strain=SYAB1		latest	Scaffold	Major	Full	2016/02/17	ASM156270v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/705/GCA_001562705.1_ASM156270v1	
GCA_001562715.1	PRJNA304203	SAMN04296773	LNUG00000000.1	na	562	562	Escherichia coli	strain=SYAU1		latest	Scaffold	Major	Full	2016/02/17	ASM156271v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/715/GCA_001562715.1_ASM156271v1	
GCA_001562755.1	PRJNA304203	SAMN04296770	LNUD00000000.1	na	562	562	Escherichia coli	strain=SYAB2		latest	Scaffold	Major	Full	2016/02/17	ASM156275v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/755/GCA_001562755.1_ASM156275v1	
GCA_001562765.1	PRJNA304203	SAMN04297176	LNUK00000000.1	na	562	562	Escherichia coli	strain=SYRS1		latest	Scaffold	Major	Full	2016/02/17	ASM156276v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/765/GCA_001562765.1_ASM156276v1	
GCA_001562815.1	PRJNA304203	SAMN04296772	LNUF00000000.1	na	562	562	Escherichia coli	strain=SYAB4		latest	Scaffold	Major	Full	2016/02/17	ASM156281v1	Institute of Disease Control and Prevention, Academy of Military Medical Sciences	GCF_001562815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/815/GCA_001562815.1_ASM156281v1	
GCA_001562835.1	PRJNA268327	SAMN03838475	LSNY00000000.1	na	562	562	Escherichia coli	strain=JPH264		latest	Scaffold	Major	Full	2016/02/17	ASM156283v1	The Genome Institute at Washington University	GCF_001562835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/835/GCA_001562835.1_ASM156283v1	
GCA_001562855.1	PRJNA268326	SAMN03838320	LSNZ00000000.1	na	562	562	Escherichia coli	strain=JPH493		latest	Scaffold	Major	Full	2016/02/17	ASM156285v1	The Genome Institute at Washington University	GCF_001562855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/855/GCA_001562855.1_ASM156285v1	
GCA_001563385.1	PRJNA310408	SAMN04452067	LRXG00000000.1	na	562	562	Escherichia coli	strain=LV46743		latest	Scaffold	Major	Full	2016/02/18	ASM156338v1	National Institute of Health Dr Ricardo Jorge	GCF_001563385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/385/GCA_001563385.1_ASM156338v1	
GCA_001563395.1	PRJNA310408	SAMN04452068	LRXI00000000.1	na	562	562	Escherichia coli	strain=LV36464		latest	Scaffold	Major	Full	2016/02/18	ASM156339v1	National Institute of Health Dr Ricardo Jorge	GCF_001563395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/395/GCA_001563395.1_ASM156339v1	
GCA_001563405.1	PRJNA310408	SAMN04452064	LRXH00000000.1	na	562	562	Escherichia coli	strain=LV46221		latest	Scaffold	Major	Full	2016/02/18	ASM156340v1	National Institute of Health Dr Ricardo Jorge	GCF_001563405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/405/GCA_001563405.1_ASM156340v1	
GCA_001563415.1	PRJNA310408	SAMN04452069	LRXJ00000000.1	na	562	562	Escherichia coli	strain=LV27950		latest	Scaffold	Major	Full	2016/02/18	ASM156341v1	National Institute of Health Dr Ricardo Jorge	GCF_001563415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/415/GCA_001563415.1_ASM156341v1	
GCA_001563715.1	PRJNA231221	SAMN03996336		na	562	562	Escherichia coli	strain=268-78-1		latest	Chromosome	Major	Full	2016/02/17	ASM156371v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCF_001563715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/715/GCA_001563715.1_ASM156371v1	
GCA_001566335.1	PRJNA306781	SAMN04393382		na	511145	562	Escherichia coli str. K-12 substr. MG1655	strain=JW5437-1 substr. MG1655		latest	Complete Genome	Major	Full	2016/02/23	ASM156633v1	University of Idaho	GCF_001566335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/335/GCA_001566335.1_ASM156633v1	
GCA_001566615.1	PRJNA307507	SAMN04381849		na	562	562	Escherichia coli	strain=SaT040		latest	Complete Genome	Major	Full	2016/02/23	ASM156661v1	University of Minnesota	GCF_001566615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/615/GCA_001566615.1_ASM156661v1	
GCA_001566635.1	PRJNA307507	SAMN04381851		na	562	562	Escherichia coli	strain=G749		latest	Complete Genome	Major	Full	2016/02/23	ASM156663v1	University of Minnesota	GCF_001566635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/635/GCA_001566635.1_ASM156663v1	
GCA_001566655.1	PRJNA307507	SAMN04381852		na	562	562	Escherichia coli	strain=MVAST0167		latest	Complete Genome	Major	Full	2016/02/23	ASM156665v1	University of Minnesota	GCF_001566655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/655/GCA_001566655.1_ASM156665v1	
GCA_001566675.1	PRJNA307507	SAMN04381846		na	562	562	Escherichia coli	strain=ZH193		latest	Complete Genome	Major	Full	2016/02/23	ASM156667v1	University of Minnesota	GCF_001566675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/566/675/GCA_001566675.1_ASM156667v1	
GCA_001571485.1	PRJNA230969	SAMN04338509	LPTV00000000.1	na	562	562	Escherichia coli	strain=CFSAN025091		latest	Contig	Major	Full	2016/02/24	ASM157148v1	FDA/CFSAN	GCF_001571485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/485/GCA_001571485.1_ASM157148v1	
GCA_001571495.1	PRJNA230969	SAMN04338508	LPTU00000000.1	na	562	562	Escherichia coli	strain=CFSAN025090		latest	Contig	Major	Full	2016/02/24	ASM157149v1	FDA/CFSAN	GCF_001571495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/495/GCA_001571495.1_ASM157149v1	
GCA_001571505.1	PRJNA230969	SAMN04338470	LPTW00000000.1	na	562	562	Escherichia coli	strain=CFSAN025092		latest	Contig	Major	Full	2016/02/24	ASM157150v1	FDA/CFSAN	GCF_001571505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/505/GCA_001571505.1_ASM157150v1	
GCA_001571565.1	PRJNA310650	SAMN04449837	LRXR00000000.1	na	562	562	Escherichia coli	strain=UM141		latest	Scaffold	Major	Full	2016/02/24	ASM157156v1	University of Toronto	GCF_001571565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/565/GCA_001571565.1_ASM157156v1	
GCA_001571575.1	PRJNA310650	SAMN04449834	LRXO00000000.1	na	562	562	Escherichia coli	strain=UM131		latest	Scaffold	Major	Full	2016/02/24	ASM157157v1	University of Toronto	GCF_001571575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/575/GCA_001571575.1_ASM157157v1	
GCA_001571585.1	PRJNA310650	SAMN04449833	LRXN00000000.1	na	562	562	Escherichia coli	strain=UM149		latest	Scaffold	Major	Full	2016/02/24	ASM157158v1	University of Toronto	GCF_001571585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/585/GCA_001571585.1_ASM157158v1	
GCA_001571595.1	PRJNA310650	SAMN04449836	LRXQ00000000.1	na	562	562	Escherichia coli	strain=CD121		latest	Scaffold	Major	Full	2016/02/24	ASM157159v1	University of Toronto	GCF_001571595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/595/GCA_001571595.1_ASM157159v1	
GCA_001571645.1	PRJNA310650	SAMN04449835	LRXP00000000.1	na	562	562	Escherichia coli	strain=CD44		latest	Scaffold	Major	Full	2016/02/24	ASM157164v1	University of Toronto	GCF_001571645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/645/GCA_001571645.1_ASM157164v1	
GCA_001571665.1	PRJNA310650	SAMN04449838	LRXS00000000.1	na	562	562	Escherichia coli	strain=CD3		latest	Scaffold	Major	Full	2016/02/24	ASM157166v1	University of Toronto	GCF_001571665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/665/GCA_001571665.1_ASM157166v1	
GCA_001571675.1	PRJNA310650	SAMN04449839	LRXT00000000.1	na	562	562	Escherichia coli	strain=UC5		latest	Scaffold	Major	Full	2016/02/24	ASM157167v1	University of Toronto	GCF_001571675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/675/GCA_001571675.1_ASM157167v1	
GCA_001571685.1	PRJNA310650	SAMN04449841	LRXV00000000.1	na	562	562	Escherichia coli	strain=CD26		latest	Scaffold	Major	Full	2016/02/24	ASM157168v1	University of Toronto	GCF_001571685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/685/GCA_001571685.1_ASM157168v1	
GCA_001571725.1	PRJNA310650	SAMN04449840	LRXU00000000.1	na	562	562	Escherichia coli	strain=UM128		latest	Scaffold	Major	Full	2016/02/24	ASM157172v1	University of Toronto	GCF_001571725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/725/GCA_001571725.1_ASM157172v1	
GCA_001571745.1	PRJNA310650	SAMN04449842	LRXW00000000.1	na	562	562	Escherichia coli	strain=UC37		latest	Scaffold	Major	Full	2016/02/24	ASM157174v1	University of Toronto	GCF_001571745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/745/GCA_001571745.1_ASM157174v1	
GCA_001571755.1	PRJNA310650	SAMN04449843	LRXX00000000.1	na	562	562	Escherichia coli	strain=UM147		latest	Scaffold	Major	Full	2016/02/24	ASM157175v1	University of Toronto	GCF_001571755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/755/GCA_001571755.1_ASM157175v1	
GCA_001571805.1	PRJNA230969	SAMN04338505	LPYB00000000.1	na	562	562	Escherichia coli	strain=CFSAN025096		latest	Contig	Major	Full	2016/02/24	ASM157180v1	FDA/CFSAN	GCF_001571805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/805/GCA_001571805.1_ASM157180v1	
GCA_001571825.1	PRJNA230969	SAMN04338479	LPYA00000000.1	na	562	562	Escherichia coli	strain=CFSAN025095		latest	Contig	Major	Full	2016/02/24	ASM157182v1	FDA/CFSAN	GCF_001571825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/825/GCA_001571825.1_ASM157182v1	
GCA_001571835.1	PRJNA230969	SAMN04338483	LPXZ00000000.1	na	562	562	Escherichia coli	strain=CFSAN025094		latest	Scaffold	Major	Full	2016/02/24	ASM157183v1	FDA/CFSAN	GCF_001571835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/835/GCA_001571835.1_ASM157183v1	
GCA_001571845.1	PRJNA230969	SAMN04338471	LPYC00000000.1	na	562	562	Escherichia coli	strain=CFSAN025098		latest	Scaffold	Major	Full	2016/02/24	ASM157184v1	FDA/CFSAN	GCF_001571845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/845/GCA_001571845.1_ASM157184v1	
GCA_001571885.1	PRJNA230969	SAMN04338473	LPYE00000000.1	na	562	562	Escherichia coli	strain=CFSAN025100		latest	Contig	Major	Full	2016/02/24	ASM157188v1	FDA/CFSAN	GCF_001571885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/885/GCA_001571885.1_ASM157188v1	
GCA_001571905.1	PRJNA230969	SAMN04338472	LPYD00000000.1	na	562	562	Escherichia coli	strain=CFSAN025099		latest	Contig	Major	Full	2016/02/24	ASM157190v1	FDA/CFSAN	GCF_001571905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/905/GCA_001571905.1_ASM157190v1	
GCA_001571915.1	PRJNA230969	SAMN04338506	LPYG00000000.1	na	562	562	Escherichia coli	strain=CFSAN025102		latest	Contig	Major	Full	2016/02/24	ASM157191v1	FDA/CFSAN	GCF_001571915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/915/GCA_001571915.1_ASM157191v1	
GCA_001571925.1	PRJNA230969	SAMN04338507	LPYH00000000.1	na	562	562	Escherichia coli	strain=CFSAN025103		latest	Contig	Major	Full	2016/02/24	ASM157192v1	FDA/CFSAN	GCF_001571925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/925/GCA_001571925.1_ASM157192v1	
GCA_001571965.1	PRJNA230969	SAMN04338476	LPYI00000000.1	na	562	562	Escherichia coli	strain=CFSAN025104		latest	Contig	Major	Full	2016/02/24	ASM157196v1	FDA/CFSAN	GCF_001571965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/965/GCA_001571965.1_ASM157196v1	
GCA_001571985.1	PRJNA230969	SAMN04338481	LPYJ00000000.1	na	562	562	Escherichia coli	strain=CFSAN025106		latest	Contig	Major	Full	2016/02/24	ASM157198v1	FDA/CFSAN	GCF_001571985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/985/GCA_001571985.1_ASM157198v1	
GCA_001571995.1	PRJNA230969	SAMN04338482	LPYL00000000.1	na	562	562	Escherichia coli	strain=CFSAN025108		latest	Scaffold	Major	Full	2016/02/24	ASM157199v1	FDA/CFSAN	GCF_001571995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/571/995/GCA_001571995.1_ASM157199v1	
GCA_001572005.1	PRJNA230969	SAMN04338477	LPYK00000000.1	na	562	562	Escherichia coli	strain=CFSAN025107		latest	Scaffold	Major	Full	2016/02/24	ASM157200v1	FDA/CFSAN	GCF_001572005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/005/GCA_001572005.1_ASM157200v1	
GCA_001572045.1	PRJNA230969	SAMN04338469	LPXY00000000.1	na	562	562	Escherichia coli	strain=CFSAN025093		latest	Scaffold	Major	Full	2016/02/24	ASM157204v1	FDA/CFSAN	GCF_001572045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/045/GCA_001572045.1_ASM157204v1	
GCA_001572135.1	PRJNA230969	SAMN04338490	LPYS00000000.1	na	562	562	Escherichia coli	strain=CFSAN025118		latest	Scaffold	Major	Full	2016/02/24	ASM157213v1	FDA/CFSAN	GCF_001572135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/135/GCA_001572135.1_ASM157213v1	
GCA_001572145.1	PRJNA230969	SAMN04338491	LPYT00000000.1	na	562	562	Escherichia coli	strain=CFSAN025119		latest	Scaffold	Major	Full	2016/02/24	ASM157214v1	FDA/CFSAN	GCF_001572145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/145/GCA_001572145.1_ASM157214v1	
GCA_001572185.1	PRJNA230969	SAMN04338474	LPYF00000000.1	na	562	562	Escherichia coli	strain=CFSAN025101		latest	Contig	Major	Full	2016/02/24	ASM157218v1	FDA/CFSAN	GCF_001572185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/185/GCA_001572185.1_ASM157218v1	
GCA_001572205.1	PRJNA230969	SAMN04338485	LPYO00000000.1	na	562	562	Escherichia coli	strain=CFSAN025114		latest	Scaffold	Major	Full	2016/02/24	ASM157220v1	FDA/CFSAN	GCF_001572205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/205/GCA_001572205.1_ASM157220v1	
GCA_001572215.1	PRJNA230969	SAMN04338486	LPYP00000000.1	na	562	562	Escherichia coli	strain=CFSAN025115		latest	Scaffold	Major	Full	2016/02/24	ASM157221v1	FDA/CFSAN	GCF_001572215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/215/GCA_001572215.1_ASM157221v1	
GCA_001572245.1	PRJNA230969	SAMN04338488	LPYU00000000.1	na	562	562	Escherichia coli	strain=CFSAN025121		latest	Scaffold	Major	Full	2016/02/24	ASM157224v1	FDA/CFSAN	GCF_001572245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/245/GCA_001572245.1_ASM157224v1	
GCA_001572265.1	PRJNA230969	SAMN04338493	LPYV00000000.1	na	562	562	Escherichia coli	strain=CFSAN025122		latest	Scaffold	Major	Full	2016/02/24	ASM157226v1	FDA/CFSAN	GCF_001572265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/265/GCA_001572265.1_ASM157226v1	
GCA_001572285.1	PRJNA230969	SAMN04338480	LPYN00000000.1	na	562	562	Escherichia coli	strain=CFSAN025110		latest	Scaffold	Major	Full	2016/02/24	ASM157228v1	FDA/CFSAN	GCF_001572285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/285/GCA_001572285.1_ASM157228v1	
GCA_001572295.1	PRJNA230969	SAMN04338478	LPYM00000000.1	na	562	562	Escherichia coli	strain=CFSAN025109		latest	Scaffold	Major	Full	2016/02/24	ASM157229v1	FDA/CFSAN	GCF_001572295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/295/GCA_001572295.1_ASM157229v1	
GCA_001572325.1	PRJNA230969	SAMN04338489	LPYR00000000.1	na	562	562	Escherichia coli	strain=CFSAN025117		latest	Scaffold	Major	Full	2016/02/24	ASM157232v1	FDA/CFSAN	GCF_001572325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/325/GCA_001572325.1_ASM157232v1	
GCA_001572345.1	PRJNA230969	SAMN04338487	LPYQ00000000.1	na	562	562	Escherichia coli	strain=CFSAN025116		latest	Scaffold	Major	Full	2016/02/24	ASM157234v1	FDA/CFSAN	GCF_001572345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/345/GCA_001572345.1_ASM157234v1	
GCA_001572365.1	PRJNA230969	SAMN04338496	LPYX00000000.1	na	562	562	Escherichia coli	strain=CFSAN025124		latest	Scaffold	Major	Full	2016/02/24	ASM157236v1	FDA/CFSAN	GCF_001572365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/365/GCA_001572365.1_ASM157236v1	
GCA_001572375.1	PRJNA230969	SAMN04338494	LPYY00000000.1	na	562	562	Escherichia coli	strain=CFSAN025126		latest	Scaffold	Major	Full	2016/02/24	ASM157237v1	FDA/CFSAN	GCF_001572375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/375/GCA_001572375.1_ASM157237v1	
GCA_001572405.1	PRJNA230969	SAMN04338492	LPZF00000000.1	na	562	562	Escherichia coli	strain=CFSAN025133		latest	Contig	Major	Full	2016/02/24	ASM157240v1	FDA/CFSAN	GCF_001572405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/572/405/GCA_001572405.1_ASM157240v1	
